cep,zip,/(\d{5}-\d{3})/,/(\d{8})/
Formal,Boa noite
Formal,Boa tarde
Formal,Bom dia
Sabores,mussarela,queijo,muçarela
Sabores,rucula
Sabores,calabresa,linguiça
tamanho,média,m
tamanho,puquena,p
tamanho,grande,g,familia
